"Plot Title: 20406015"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20406015, SEN S/N: 20406015)","Coupler Detached (LGR S/N: 20406015)","Coupler Attached (LGR S/N: 20406015)","Host Connected (LGR S/N: 20406015)","Stopped (LGR S/N: 20406015)","End Of File (LGR S/N: 20406015)"
1,06/17/24 09:37:04 PM,25.708,,,,,
2,06/17/24 09:37:17 PM,,Logged,,,,
3,06/17/24 11:37:04 PM,21.378,,,,,
4,06/18/24 01:37:04 AM,21.378,,,,,
5,06/18/24 03:37:04 AM,21.378,,,,,
6,06/18/24 05:37:04 AM,21.473,,,,,
7,06/18/24 07:37:04 AM,20.901,,,,,
8,06/18/24 09:37:04 AM,24.158,,,,,
9,06/18/24 11:37:04 AM,30.558,,,,,
10,06/18/24 01:37:04 PM,37.714,,,,,
11,06/18/24 03:37:04 PM,61.205,,,,,
12,06/18/24 05:37:04 PM,27.567,,,,,
13,06/18/24 07:37:04 PM,24.835,,,,,
14,06/18/24 09:37:04 PM,23.196,,,,,
15,06/18/24 11:37:04 PM,22.333,,,,,
16,06/19/24 01:37:04 AM,22.333,,,,,
17,06/19/24 03:37:04 AM,22.238,,,,,
18,06/19/24 05:37:04 AM,21.282,,,,,
19,06/19/24 07:37:04 AM,21.569,,,,,
20,06/19/24 09:37:04 AM,23.196,,,,,
21,06/19/24 11:37:04 AM,28.258,,,,,
22,06/19/24 01:37:04 PM,31.064,,,,,
23,06/19/24 03:37:04 PM,29.652,,,,,
24,06/19/24 05:37:04 PM,27.665,,,,,
25,06/19/24 07:37:04 PM,25.416,,,,,
26,06/19/24 09:37:04 PM,24.062,,,,,
27,06/19/24 11:37:04 PM,23.004,,,,,
28,06/20/24 01:37:04 AM,22.238,,,,,
29,06/20/24 03:37:04 AM,21.569,,,,,
30,06/20/24 05:37:04 AM,21.091,,,,,
31,06/20/24 07:37:04 AM,21.378,,,,,
32,06/20/24 09:37:04 AM,23.484,,,,,
33,06/20/24 11:37:04 AM,27.468,,,,,
34,06/20/24 01:37:04 PM,31.574,,,,,
35,06/20/24 03:37:04 PM,29.953,,,,,
36,06/20/24 05:37:04 PM,27.764,,,,,
37,06/20/24 07:37:04 PM,25.416,,,,,
38,06/20/24 09:37:04 PM,24.158,,,,,
39,06/20/24 11:37:04 PM,23.004,,,,,
40,06/21/24 01:37:04 AM,22.238,,,,,
41,06/21/24 03:37:04 AM,21.664,,,,,
42,06/21/24 05:37:04 AM,21.282,,,,,
43,06/21/24 07:37:04 AM,21.664,,,,,
44,06/21/24 09:37:04 AM,24.158,,,,,
45,06/21/24 11:37:04 AM,27.961,,,,,
46,06/21/24 01:37:04 PM,29.853,,,,,
47,06/21/24 03:37:04 PM,29.953,,,,,
48,06/21/24 05:37:04 PM,28.258,,,,,
49,06/21/24 07:37:04 PM,25.902,,,,,
50,06/21/24 09:37:04 PM,24.448,,,,,
51,06/21/24 11:37:04 PM,23.677,,,,,
52,06/22/24 01:37:04 AM,23.292,,,,,
53,06/22/24 03:37:04 AM,23.004,,,,,
54,06/22/24 05:37:04 AM,22.717,,,,,
55,06/22/24 07:37:04 AM,22.908,,,,,
56,06/22/24 09:37:04 AM,24.738,,,,,
57,06/22/24 11:37:04 AM,28.953,,,,,
58,06/22/24 01:37:04 PM,33.953,,,,,
59,06/22/24 03:37:04 PM,32.086,,,,,
60,06/22/24 05:37:04 PM,29.152,,,,,
61,06/22/24 07:37:04 PM,26.781,,,,,
62,06/22/24 09:37:04 PM,25.610,,,,,
63,06/22/24 11:37:04 PM,25.125,,,,,
64,06/23/24 01:37:04 AM,24.931,,,,,
65,06/23/24 03:37:04 AM,24.545,,,,,
66,06/23/24 05:37:04 AM,24.448,,,,,
67,06/23/24 07:37:04 AM,24.448,,,,,
68,06/23/24 09:37:04 AM,25.902,,,,,
69,06/23/24 11:37:04 AM,29.853,,,,,
70,06/23/24 01:37:04 PM,33.953,,,,,
71,06/23/24 03:37:04 PM,32.807,,,,,
72,06/23/24 05:37:04 PM,29.552,,,,,
73,06/23/24 07:37:04 PM,27.173,,,,,
74,06/23/24 09:37:04 PM,26.097,,,,,
75,06/23/24 11:37:04 PM,25.805,,,,,
76,06/24/24 01:37:04 AM,25.416,,,,,
77,06/24/24 03:37:04 AM,25.319,,,,,
78,06/24/24 05:37:04 AM,25.222,,,,,
79,06/24/24 07:37:04 AM,25.513,,,,,
80,06/24/24 09:37:04 AM,26.879,,,,,
81,06/24/24 11:37:04 AM,27.961,,,,,
82,06/24/24 01:37:04 PM,29.552,,,,,
83,06/24/24 03:37:04 PM,30.457,,,,,
84,06/24/24 05:37:04 PM,25.513,,,,,
85,06/24/24 07:37:04 PM,25.513,,,,,
86,06/24/24 09:37:04 PM,24.931,,,,,
87,06/24/24 11:37:04 PM,24.545,,,,,
88,06/25/24 01:37:04 AM,24.158,,,,,
89,06/25/24 03:37:04 AM,23.677,,,,,
90,06/25/24 05:37:04 AM,23.388,,,,,
91,06/25/24 07:37:04 AM,23.869,,,,,
92,06/25/24 09:37:04 AM,25.222,,,,,
93,06/25/24 11:37:04 AM,30.054,,,,,
94,06/25/24 01:37:04 PM,31.983,,,,,
95,06/25/24 03:37:04 PM,31.472,,,,,
96,06/25/24 05:37:04 PM,28.555,,,,,
97,06/25/24 07:37:04 PM,26.879,,,,,
98,06/25/24 09:37:04 PM,25.708,,,,,
99,06/25/24 11:37:04 PM,24.835,,,,,
100,06/26/24 01:37:04 AM,24.255,,,,,
101,06/26/24 03:37:04 AM,23.773,,,,,
102,06/26/24 05:37:04 AM,23.484,,,,,
103,06/26/24 07:37:04 AM,23.773,,,,,
104,06/26/24 09:37:04 AM,25.708,,,,,
105,06/26/24 11:37:04 AM,29.252,,,,,
106,06/26/24 01:37:04 PM,32.086,,,,,
107,06/26/24 03:37:04 PM,31.676,,,,,
108,06/26/24 05:37:04 PM,29.452,,,,,
109,06/26/24 07:37:04 PM,27.468,,,,,
110,06/26/24 09:37:04 PM,26.390,,,,,
111,06/26/24 11:37:04 PM,26.000,,,,,
112,06/27/24 01:37:04 AM,25.708,,,,,
113,06/27/24 03:37:04 AM,25.513,,,,,
114,06/27/24 05:37:04 AM,25.513,,,,,
115,06/27/24 07:37:04 AM,25.902,,,,,
116,06/27/24 09:37:04 AM,26.488,,,,,
117,06/27/24 11:37:04 AM,29.953,,,,,
118,06/27/24 01:37:04 PM,31.472,,,,,
119,06/27/24 03:37:04 PM,30.760,,,,,
120,06/27/24 05:37:04 PM,26.390,,,,,
121,06/27/24 07:37:04 PM,25.319,,,,,
122,06/27/24 09:37:04 PM,25.028,,,,,
123,06/27/24 11:37:04 PM,24.641,,,,,
124,06/28/24 01:37:04 AM,24.448,,,,,
125,06/28/24 03:37:04 AM,24.062,,,,,
126,06/28/24 05:37:04 AM,23.966,,,,,
127,06/28/24 07:37:04 AM,24.158,,,,,
128,06/28/24 09:37:04 AM,25.513,,,,,
129,06/28/24 11:37:04 AM,28.258,,,,,
130,06/28/24 01:37:04 PM,28.754,,,,,
131,06/28/24 03:37:04 PM,28.456,,,,,
132,06/28/24 05:37:04 PM,28.953,,,,,
133,06/28/24 07:37:04 PM,26.879,,,,,
134,06/28/24 09:37:04 PM,25.513,,,,,
135,06/28/24 11:37:04 PM,24.931,,,,,
136,06/29/24 01:37:04 AM,24.448,,,,,
137,06/29/24 03:37:04 AM,24.062,,,,,
138,06/29/24 05:37:04 AM,23.966,,,,,
139,06/29/24 07:37:04 AM,24.351,,,,,
140,06/29/24 09:37:04 AM,26.195,,,,,
141,06/29/24 11:37:04 AM,29.252,,,,,
142,06/29/24 01:37:04 PM,32.704,,,,,
143,06/29/24 03:37:04 PM,32.291,,,,,
144,06/29/24 05:37:04 PM,29.853,,,,,
145,06/29/24 07:37:04 PM,27.862,,,,,
146,06/29/24 09:37:04 PM,26.585,,,,,
147,06/29/24 11:37:04 PM,26.195,,,,,
148,06/30/24 01:37:04 AM,26.000,,,,,
149,06/30/24 03:37:04 AM,25.708,,,,,
150,06/30/24 05:37:04 AM,25.416,,,,,
151,06/30/24 07:37:04 AM,25.319,,,,,
152,06/30/24 09:37:04 AM,26.879,,,,,
153,06/30/24 11:37:04 AM,29.853,,,,,
154,06/30/24 01:37:04 PM,32.291,,,,,
155,06/30/24 03:37:04 PM,32.188,,,,,
156,06/30/24 05:37:04 PM,29.152,,,,,
157,06/30/24 07:37:04 PM,27.567,,,,,
158,06/30/24 09:37:04 PM,26.977,,,,,
159,06/30/24 11:37:04 PM,26.683,,,,,
160,07/01/24 01:37:04 AM,26.488,,,,,
161,07/01/24 03:37:04 AM,26.390,,,,,
162,07/01/24 05:37:04 AM,25.125,,,,,
163,07/01/24 07:37:04 AM,25.319,,,,,
164,07/01/24 09:37:04 AM,25.708,,,,,
165,07/01/24 11:37:04 AM,27.075,,,,,
166,07/01/24 01:37:04 PM,28.060,,,,,
167,07/01/24 03:37:04 PM,27.173,,,,,
168,07/01/24 05:37:04 PM,26.390,,,,,
169,07/01/24 07:37:04 PM,25.416,,,,,
170,07/01/24 09:37:04 PM,24.545,,,,,
171,07/01/24 11:37:04 PM,23.869,,,,,
172,07/02/24 01:37:04 AM,23.484,,,,,
173,07/02/24 03:37:04 AM,23.388,,,,,
174,07/02/24 05:37:04 AM,22.525,,,,,
175,07/02/24 07:37:04 AM,22.525,,,,,
176,07/02/24 09:37:04 AM,23.773,,,,,
177,07/02/24 11:37:04 AM,26.781,,,,,
178,07/02/24 01:37:04 PM,29.953,,,,,
179,07/02/24 03:37:04 PM,29.752,,,,,
180,07/02/24 05:37:04 PM,27.961,,,,,
181,07/02/24 07:37:04 PM,25.902,,,,,
182,07/02/24 09:37:04 PM,24.351,,,,,
183,07/02/24 11:37:04 PM,23.677,,,,,
184,07/03/24 01:37:04 AM,23.196,,,,,
185,07/03/24 03:37:04 AM,22.812,,,,,
186,07/03/24 05:37:04 AM,22.621,,,,,
187,07/03/24 07:37:04 AM,23.100,,,,,
188,07/03/24 09:37:04 AM,24.158,,,,,
189,07/03/24 11:37:04 AM,26.781,,,,,
190,07/03/24 01:37:04 PM,28.456,,,,,
191,07/03/24 03:37:04 PM,30.558,,,,,
192,07/03/24 05:37:04 PM,28.258,,,,,
193,07/03/24 07:37:04 PM,26.000,,,,,
194,07/03/24 09:37:04 PM,24.545,,,,,
195,07/03/24 11:37:04 PM,23.869,,,,,
196,07/04/24 01:37:04 AM,23.388,,,,,
197,07/04/24 03:37:04 AM,23.100,,,,,
198,07/04/24 05:37:04 AM,22.621,,,,,
199,07/04/24 07:37:04 AM,22.812,,,,,
200,07/04/24 09:37:04 AM,24.545,,,,,
201,07/04/24 11:37:04 AM,27.468,,,,,
202,07/04/24 01:37:04 PM,29.953,,,,,
203,07/04/24 03:37:04 PM,30.457,,,,,
204,07/04/24 05:37:04 PM,28.258,,,,,
205,07/04/24 07:37:04 PM,26.292,,,,,
206,07/04/24 09:37:04 PM,25.222,,,,,
207,07/04/24 11:37:04 PM,24.835,,,,,
208,07/05/24 01:37:04 AM,24.545,,,,,
209,07/05/24 03:37:04 AM,24.545,,,,,
210,07/05/24 05:37:04 AM,24.351,,,,,
211,07/05/24 07:37:04 AM,25.125,,,,,
212,07/05/24 09:37:04 AM,26.000,,,,,
213,07/05/24 11:37:04 AM,29.152,,,,,
214,07/05/24 01:37:04 PM,30.862,,,,,
215,07/05/24 03:37:04 PM,30.457,,,,,
216,07/05/24 05:37:04 PM,28.555,,,,,
217,07/05/24 07:37:04 PM,27.272,,,,,
218,07/05/24 09:37:04 PM,26.195,,,,,
219,07/05/24 11:37:04 PM,25.902,,,,,
220,07/06/24 01:37:04 AM,25.708,,,,,
221,07/06/24 03:37:04 AM,25.610,,,,,
222,07/06/24 05:37:04 AM,25.610,,,,,
223,07/06/24 07:37:04 AM,25.902,,,,,
224,07/06/24 09:37:04 AM,27.075,,,,,
225,07/06/24 11:37:04 AM,27.764,,,,,
226,07/06/24 01:37:04 PM,28.655,,,,,
227,07/06/24 03:37:04 PM,29.152,,,,,
228,07/06/24 05:37:04 PM,28.159,,,,,
229,07/06/24 07:37:04 PM,27.075,,,,,
230,07/06/24 09:37:04 PM,26.195,,,,,
231,07/06/24 11:37:04 PM,25.902,,,,,
232,07/07/24 01:37:04 AM,25.416,,,,,
233,07/07/24 03:37:04 AM,25.222,,,,,
234,07/07/24 05:37:04 AM,24.931,,,,,
235,07/07/24 07:37:04 AM,25.222,,,,,
236,07/07/24 09:37:04 AM,26.977,,,,,
237,07/07/24 11:37:04 AM,30.054,,,,,
238,07/07/24 01:37:04 PM,32.911,,,,,
239,07/07/24 03:37:04 PM,33.222,,,,,
240,07/07/24 05:37:04 PM,30.054,,,,,
241,07/07/24 07:37:04 PM,28.060,,,,,
242,07/07/24 09:37:04 PM,27.075,,,,,
243,07/07/24 11:37:04 PM,26.585,,,,,
244,07/08/24 01:37:04 AM,26.292,,,,,
245,07/08/24 03:37:04 AM,25.708,,,,,
246,07/08/24 05:37:04 AM,25.222,,,,,
247,07/08/24 07:37:04 AM,25.902,,,,,
248,07/08/24 09:37:04 AM,27.173,,,,,
249,07/08/24 11:37:04 AM,30.154,,,,,
250,07/08/24 01:37:04 PM,30.862,,,,,
251,07/08/24 03:37:04 PM,32.911,,,,,
252,07/08/24 05:37:04 PM,29.252,,,,,
253,07/08/24 07:37:04 PM,27.961,,,,,
254,07/08/24 09:37:04 PM,26.879,,,,,
255,07/08/24 11:37:04 PM,26.390,,,,,
256,07/09/24 01:37:04 AM,26.097,,,,,
257,07/09/24 03:37:04 AM,25.805,,,,,
258,07/09/24 05:37:04 AM,25.708,,,,,
259,07/09/24 07:37:04 AM,25.902,,,,,
260,07/09/24 09:37:04 AM,26.879,,,,,
261,07/09/24 11:37:04 AM,30.457,,,,,
262,07/09/24 01:37:04 PM,33.222,,,,,
263,07/09/24 03:37:04 PM,32.911,,,,,
264,07/09/24 05:37:04 PM,30.659,,,,,
265,07/09/24 07:37:04 PM,28.258,,,,,
